"lengthFeet","speedLimit","numLanes","dividedTraffic","trafficLights","stopSigns","pedCrossings","dayOfWeek","holiday","timeOfDayMinutes","cloudWeather","cloudTraffic","cloudEvent","localWeather","localTraffic","localEvent","actualTravelTimeSeconds"
2700,45,3,1,0,0,6,1,0,448,2,2,0,2,2,0,100
1800,55,2,1,1,0,1,6,0,755,2,2,0,2,2,0,56
1200,55,1,1,2,0,4,4,0,1014,2,1,0,2,1,0,36
3000,25,2,0,2,4,2,5,0,701,1,2,0,1,2,0,276
2100,35,4,0,0,1,2,0,0,632,1,2,0,1,2,0,82
2700,15,1,0,0,1,0,5,0,471,4,3,0,4,3,0,544
1800,15,3,1,1,2,2,5,0,797,0,1,0,0,1,0,137
1800,55,1,1,1,3,0,3,0,531,4,4,0,4,4,0,115
1200,45,1,0,1,2,0,3,0,456,3,1,0,3,2,0,66
1500,25,2,0,1,3,0,3,0,853,1,1,0,1,1,0,102
1800,45,1,1,0,0,1,4,0,369,2,0,0,2,0,0,55
3000,15,2,0,1,2,1,2,0,413,1,0,0,1,0,0,293
300,55,1,1,0,1,1,6,0,465,0,4,0,0,4,0,8
300,25,2,0,1,0,1,3,0,774,4,2,0,4,2,0,30
1200,35,2,1,2,1,0,0,0,609,1,4,0,1,4,0,72
3000,15,2,0,1,1,0,2,0,1179,0,0,0,0,0,0,184
2100,35,1,1,0,2,0,0,0,732,0,2,0,0,2,0,84
300,35,1,1,1,0,1,0,0,1284,1,0,0,1,0,0,8
2400,35,2,0,2,0,1,1,0,1111,1,0,0,1,0,0,80
1500,35,4,0,0,2,0,3,0,1268,2,0,0,2,0,0,72
1500,25,3,0,0,0,4,1,0,1173,1,1,0,1,2,0,76
2100,25,1,0,1,0,0,5,0,406,4,3,0,4,3,0,245
2700,15,2,0,1,0,1,3,0,1085,1,3,0,1,3,0,324
1200,15,2,0,0,0,0,5,0,1335,0,2,0,0,2,0,86
2100,55,1,0,1,0,0,3,0,695,1,2,0,1,2,0,62
900,15,1,1,1,1,1,5,0,522,0,1,0,0,1,0,64
2400,35,1,0,1,4,2,3,0,983,1,1,0,0,1,0,131
2400,25,4,1,1,0,1,4,0,839,1,4,0,1,4,0,159
2100,45,2,1,0,1,0,1,0,975,0,3,0,0,3,0,63
300,25,1,0,0,1,1,6,0,861,0,1,0,0,1,0,13
2100,55,2,0,4,0,2,1,0,417,0,2,0,0,2,0,54
300,35,3,0,0,1,0,0,0,868,1,1,0,1,1,0,8
2400,25,1,0,0,2,1,3,0,1102,4,3,0,4,3,0,309
300,15,4,0,1,0,1,0,0,1136,0,0,0,0,0,0,15
600,15,2,0,1,1,1,6,0,699,0,1,0,0,1,0,43
2100,35,2,0,0,2,0,0,0,1035,0,3,0,0,3,0,100
1500,15,1,0,0,2,0,2,0,568,1,4,0,1,4,0,245
3000,55,1,0,0,0,0,6,0,825,0,1,0,0,1,0,52
3000,55,2,0,1,1,0,0,0,731,1,0,0,1,0,0,68
2100,45,1,0,0,1,1,2,0,1127,0,2,0,0,2,0,65
2400,25,1,1,2,1,0,4,0,445,1,3,0,1,3,0,191
2700,35,2,1,0,2,1,3,0,1029,0,2,0,1,2,0,114
600,45,2,0,1,1,2,0,0,650,2,1,0,2,1,0,23
300,15,2,1,1,0,1,0,0,1013,1,3,0,1,3,0,31
900,25,1,1,1,1,1,3,0,552,1,2,0,1,2,0,60
2700,55,1,0,1,0,1,1,0,967,0,4,0,0,4,0,91
2700,15,1,1,0,1,1,6,0,622,2,4,0,2,4,0,451
2400,25,3,1,2,1,0,1,0,641,4,1,0,4,1,0,224
3000,25,1,1,0,1,1,2,0,913,0,0,0,0,0,0,105
2100,55,1,0,0,0,2,0,0,659,3,0,0,3,0,0,67
2400,55,5,1,1,0,0,5,0,1408,0,0,0,0,0,0,31
1200,15,1,1,0,0,2,3,0,892,0,2,0,0,2,0,91
1800,45,2,0,0,0,2,5,0,737,0,2,0,0,2,0,46
2700,55,2,1,0,3,1,3,0,779,1,1,0,1,1,0,75
2700,55,3,1,1,1,1,5,0,867,0,1,0,0,1,0,46
1200,15,2,1,0,3,0,2,0,610,1,2,0,1,2,0,143
600,55,5,0,0,1,2,3,0,1034,2,4,0,2,4,0,22
3000,15,1,0,1,2,1,5,0,1125,0,0,0,0,0,0,225
1500,45,1,0,1,1,0,6,0,749,0,1,0,0,1,0,38
2400,55,2,0,1,1,1,5,0,466,0,2,0,0,2,0,58
3000,25,1,0,1,1,1,2,0,928,0,1,0,0,1,0,146
2100,55,1,0,2,1,1,6,0,653,1,1,0,1,1,0,62
300,55,2,0,1,0,1,6,0,1101,3,3,0,3,3,0,10
300,35,1,1,0,1,1,5,0,443,1,3,0,1,3,0,14
1500,35,5,0,2,0,0,5,1,967,1,2,0,1,2,0,49
2100,55,2,0,2,1,0,1,0,944,2,1,0,2,1,0,69
600,55,1,0,1,0,0,1,0,605,0,2,0,0,3,0,14
2100,35,1,0,0,1,1,2,0,979,0,3,0,0,3,0,100
3000,55,2,0,0,1,0,1,0,1060,1,2,0,1,2,0,87
1500,25,1,0,1,0,1,5,0,1105,0,3,0,0,3,0,94
1500,25,2,1,0,2,0,1,0,1133,5,1,0,5,1,0,160
2100,15,1,0,1,1,0,2,0,718,1,2,0,1,2,0,252
3000,45,1,0,1,1,2,5,0,1346,2,1,0,2,2,0,137
1500,25,3,1,0,1,0,2,0,1006,1,4,0,1,4,0,110
1200,25,4,1,1,0,1,4,1,430,0,4,0,0,4,0,62
1200,35,3,1,3,1,1,5,0,523,1,4,0,1,4,0,71
2100,15,3,1,0,1,1,2,0,1318,1,0,0,1,0,0,171
600,35,1,0,1,0,0,4,0,1008,3,2,0,3,2,0,37
900,25,2,1,1,0,1,4,0,478,0,2,0,0,2,0,37
1200,35,1,1,0,0,0,0,0,735,1,1,0,1,1,0,39
2700,15,2,0,0,0,2,0,0,438,3,2,0,3,2,0,391
600,45,8,0,2,0,2,6,0,679,0,1,0,0,1,0,11
600,35,1,1,2,0,2,5,0,1007,1,4,0,0,4,0,32
1500,15,2,1,1,0,2,1,0,680,0,0,0,0,0,0,81
1800,55,2,1,2,1,1,1,0,1003,1,2,0,1,2,0,52
3000,55,1,0,1,3,3,4,0,432,1,2,0,1,2,0,122
1800,35,1,0,1,1,1,0,0,675,1,1,0,1,1,0,80
900,15,1,1,1,1,1,0,0,1065,0,4,0,0,4,0,112
1500,25,1,1,1,1,1,6,0,771,0,2,0,0,2,0,80
1800,25,1,1,0,0,0,2,0,1085,0,2,0,0,3,0,88
300,25,1,0,1,0,1,1,0,1069,0,2,0,0,2,0,15
1200,55,1,0,1,0,2,1,1,831,0,2,1,0,2,0,98
600,15,1,1,1,1,0,5,0,1037,2,1,0,2,1,0,68
1500,35,1,1,3,2,1,2,0,697,1,3,0,1,3,0,97
900,15,2,1,0,2,0,5,0,603,0,2,0,0,2,0,76
1500,15,4,0,1,0,2,0,0,835,0,0,0,0,0,0,82
300,45,1,0,1,0,0,1,0,869,1,3,0,1,3,0,11
600,35,2,1,1,0,1,5,0,468,0,3,0,0,3,0,21
2100,35,1,0,2,0,0,4,0,994,0,3,0,0,3,0,96
1500,45,2,1,2,0,1,3,0,928,1,3,0,1,3,0,56
1500,45,4,1,2,0,2,0,0,1286,1,0,0,1,0,0,39
600,55,3,1,1,1,0,6,0,254,0,0,0,0,1,0,9
300,55,2,1,1,0,1,2,0,1013,1,2,0,1,2,0,6
2100,15,1,1,0,1,1,5,0,1074,2,1,0,2,1,0,237
2700,35,2,1,0,2,0,6,0,739,1,2,0,1,2,0,124
1500,55,2,0,1,2,4,2,0,625,2,3,0,2,3,0,68
900,25,1,0,1,0,1,5,0,957,0,3,0,1,2,0,57
1800,25,3,1,0,5,1,0,0,292,0,2,0,0,2,0,122
1200,25,2,0,1,1,1,1,0,525,2,3,0,2,4,0,115
1800,35,4,0,0,0,0,1,0,931,4,1,0,4,1,0,105
1500,45,3,0,0,2,2,3,0,345,1,0,0,1,0,0,46
2100,15,2,1,0,0,1,4,0,944,0,2,0,0,2,0,137
2100,45,3,0,0,3,2,0,0,1065,1,2,0,1,2,0,85
1500,55,2,0,1,4,0,6,0,1178,2,1,0,2,1,0,59
2400,35,4,0,3,2,1,3,0,441,1,2,0,1,2,0,117
2700,55,2,0,2,1,1,6,0,764,1,0,0,1,0,0,66
900,55,2,1,1,1,0,2,0,501,1,3,0,1,3,0,29
2100,55,5,0,0,1,1,4,0,1290,0,2,0,0,2,0,34
600,45,1,0,2,0,0,3,0,1164,1,0,0,1,0,0,15
2400,45,2,1,0,0,0,3,0,323,3,0,0,3,0,0,90
300,15,1,1,1,0,0,2,0,93,1,0,0,1,1,0,20
1800,45,2,0,0,1,1,3,0,1013,1,2,0,0,2,0,58
900,35,1,0,0,0,3,0,0,773,0,4,0,0,4,0,46
1800,55,2,0,1,1,1,0,0,658,1,1,0,1,1,0,46
1200,45,4,1,0,1,0,4,0,1044,2,3,0,2,3,0,47
900,45,2,1,0,3,2,4,0,340,0,1,0,0,1,0,24
300,25,1,1,0,1,1,5,0,1058,1,3,0,1,3,0,22
1800,45,2,0,0,0,0,2,1,935,1,2,0,1,2,0,56
900,35,1,1,3,0,2,1,0,1109,1,3,0,1,3,0,49
1200,25,2,1,1,2,0,4,0,911,0,0,0,0,0,0,51
600,25,2,1,1,1,0,2,0,1177,1,0,0,1,0,0,29
2400,15,2,0,1,3,2,5,0,1181,0,0,0,0,0,0,213
300,45,2,0,1,0,0,1,0,569,0,3,0,0,3,0,8
1200,55,2,0,0,0,0,1,0,934,0,4,0,0,4,0,33
1500,15,2,1,0,0,1,4,0,583,2,3,0,2,4,0,207
2700,15,1,0,1,1,1,5,0,1050,2,2,0,2,2,0,391
2400,55,2,0,0,1,1,1,0,629,0,0,0,0,0,0,37
3000,55,1,1,1,0,0,3,0,430,1,4,0,1,4,0,111
900,55,1,1,2,1,0,4,0,1196,2,0,0,2,0,0,26
1800,55,2,0,2,0,0,1,0,955,1,1,0,1,0,0,37
1200,35,3,1,1,0,0,4,0,327,1,0,0,1,0,0,36
2100,55,1,1,1,3,0,2,0,795,1,3,0,1,3,0,87
900,45,3,1,2,0,2,2,0,1001,1,3,0,2,3,0,34
1500,45,2,1,0,3,3,5,0,851,1,0,0,1,0,0,52
300,25,1,1,0,1,0,0,0,877,0,1,0,0,1,0,11
2700,15,1,1,1,4,1,2,1,102,0,1,0,1,1,0,317
900,15,1,1,0,1,0,5,0,592,1,1,0,1,1,0,78
2400,35,3,1,0,0,0,0,0,611,1,3,0,1,3,0,96
600,15,2,1,2,0,0,3,0,440,3,3,0,3,3,0,94
2400,55,1,1,1,0,1,3,0,900,1,3,0,1,3,0,76
600,45,3,0,1,0,0,0,0,717,2,2,0,2,2,0,22
300,25,4,0,1,0,1,1,1,1102,1,4,0,1,4,0,21
3000,35,1,1,1,0,1,3,0,354,0,0,0,0,0,0,66
900,45,2,1,1,0,1,6,0,1052,2,3,0,2,3,0,38
3000,25,2,1,1,1,0,0,0,1079,1,1,0,1,1,0,149
1200,15,1,0,1,1,1,4,0,583,1,3,0,0,3,0,154
2700,15,1,0,2,1,0,3,0,469,0,2,0,0,2,0,275
900,55,3,1,1,2,0,0,0,729,0,3,0,0,3,0,24
300,25,2,1,1,0,0,3,0,584,0,2,0,0,3,0,13
1500,55,1,0,1,0,2,5,0,450,0,2,0,0,3,0,39
600,15,2,0,0,0,0,2,0,579,1,2,0,1,2,0,56
1500,45,1,0,1,0,0,5,0,938,1,0,0,1,0,0,35
1800,45,2,0,1,1,0,5,0,455,1,3,0,1,3,0,77
300,25,2,0,1,0,1,3,0,497,3,3,0,3,3,0,29
1800,35,1,0,1,0,0,3,0,1008,0,4,0,0,4,0,94
900,55,2,1,0,2,0,1,0,1242,1,1,0,1,1,0,22
2700,45,4,1,1,0,1,5,0,602,1,2,0,0,2,0,56
900,25,1,0,0,1,2,1,0,489,0,1,0,0,1,0,42
1500,15,1,0,1,1,0,6,0,1133,1,0,0,1,0,0,126
1800,55,2,0,0,2,1,6,0,266,1,1,0,1,1,0,49
300,25,4,0,0,1,1,2,0,1031,0,2,0,0,1,0,10
1800,35,2,0,3,1,0,3,0,438,1,3,0,1,2,0,100
2400,55,1,1,0,1,0,0,0,682,0,0,0,0,0,0,36
300,15,3,0,1,0,0,0,0,955,1,3,0,2,3,0,34
300,45,1,0,1,0,0,0,0,708,0,3,0,0,2,0,8
1500,15,1,1,0,0,0,2,0,529,2,2,0,2,2,0,176
2700,25,1,1,0,3,2,2,0,1102,2,3,0,2,3,0,281
1500,45,1,0,1,1,1,1,0,569,3,3,0,3,4,0,94
2700,45,2,0,1,0,0,2,0,541,2,1,0,2,1,0,92
1800,55,1,0,1,1,0,3,0,440,2,3,0,2,3,0,78
300,15,3,0,1,0,0,5,0,425,0,3,0,0,2,0,22
900,15,1,1,1,1,2,6,0,662,0,3,0,0,3,0,98
2700,15,1,0,3,1,0,2,0,1307,3,1,0,3,1,0,422
3000,55,1,0,4,1,2,1,0,857,1,1,0,1,1,0,98
1500,55,2,1,1,1,0,4,0,999,2,2,0,2,2,0,49
2100,35,2,1,1,0,5,6,0,983,0,2,0,0,1,0,62
1200,15,3,0,1,1,1,4,1,388,0,0,0,0,0,0,76
1500,55,1,0,0,1,1,4,0,510,0,3,0,0,3,0,45
1500,55,2,1,1,0,5,1,0,513,1,1,0,1,1,0,33
1500,25,3,0,1,1,1,5,0,1350,5,0,0,5,0,0,156
300,25,1,0,1,0,1,3,0,1038,3,3,0,3,3,0,30
900,55,1,0,3,0,0,3,0,398,2,3,0,2,3,0,38
600,35,1,0,1,0,0,4,0,437,0,2,0,0,3,0,23
1200,35,3,1,0,1,2,4,0,396,0,3,0,0,3,0,44
3000,55,2,1,2,1,0,1,0,1308,1,0,0,1,0,0,72
2400,15,2,0,4,0,4,6,0,727,3,3,0,3,3,0,447
2700,25,1,1,2,0,3,4,0,902,0,1,0,0,1,0,113
2700,35,3,0,2,2,0,2,0,1036,1,3,0,1,2,0,146
3000,55,3,1,1,0,2,2,0,1142,2,0,0,2,0,0,81
300,45,3,0,1,0,0,5,0,1070,1,3,0,1,3,0,9
2400,55,1,1,0,0,0,4,0,918,0,0,0,0,0,0,29
600,15,2,1,1,0,0,0,0,587,0,1,0,0,1,0,29
300,55,1,1,1,0,0,4,0,1135,2,0,0,2,0,0,6
1200,25,1,1,1,0,0,4,0,837,1,1,0,1,1,0,57
2100,35,2,0,1,1,0,0,0,732,0,2,0,0,2,0,78
1200,25,1,0,2,0,0,5,0,430,1,3,0,1,3,0,93
900,45,1,1,2,1,3,5,0,1141,2,0,0,2,0,0,33
900,45,2,1,1,0,1,1,1,1117,1,2,0,1,2,0,26
900,25,1,0,0,2,0,5,0,1131,1,0,0,1,0,0,48
2700,35,2,1,1,1,1,0,0,452,0,2,0,0,2,0,93
300,35,3,1,1,0,1,1,0,755,1,1,0,1,2,0,8
900,45,3,1,0,0,1,3,1,1028,0,2,0,0,3,0,18
1800,45,1,0,2,0,1,3,0,624,1,1,0,1,1,0,58
2100,35,2,1,2,1,1,6,0,741,1,2,0,1,1,0,88
300,45,2,1,1,0,1,6,0,703,1,2,0,1,2,0,8
2100,15,3,1,1,0,0,2,0,658,1,1,0,1,1,0,152
1800,15,2,1,1,3,2,1,0,850,2,1,0,2,2,0,255
300,25,1,1,1,0,1,6,0,911,1,1,0,1,1,0,14
1800,55,3,0,4,1,3,3,0,920,1,1,0,1,1,0,50
1200,55,1,0,0,1,1,6,0,662,1,2,0,1,2,0,36
2100,55,2,0,1,1,1,3,0,650,0,2,0,0,1,0,47
1500,25,1,0,0,1,3,1,0,908,2,1,0,2,1,0,112
1200,45,1,1,2,1,1,2,0,1411,3,2,0,3,2,0,64
3000,15,2,1,2,2,0,1,0,1214,2,0,0,2,0,0,367
600,15,1,0,1,1,0,5,0,472,2,2,0,2,2,0,85
1200,55,2,1,0,0,1,5,0,951,2,2,0,2,1,0,31
3000,15,2,0,0,1,1,5,0,450,1,3,0,1,3,0,382
1200,15,4,1,1,0,1,6,0,308,2,2,0,2,2,0,116
2400,15,5,1,1,2,0,2,0,923,0,2,0,0,2,0,174
2700,35,2,0,2,0,1,5,0,397,1,2,0,1,2,0,122
900,45,1,1,0,1,0,4,0,947,1,3,0,1,2,0,33
2100,15,2,1,1,1,1,4,0,848,1,0,0,1,0,0,180
3000,35,3,0,0,0,1,4,0,1125,5,0,0,5,1,0,206
900,55,3,0,0,3,3,1,0,332,1,0,0,1,0,0,26
1500,25,2,1,0,0,0,5,0,1001,0,4,0,0,4,0,88
300,45,1,1,0,0,1,5,0,469,1,2,0,0,2,0,7
300,15,1,0,0,1,0,1,0,715,2,2,0,2,2,0,39
600,35,1,0,0,0,0,0,0,978,0,4,0,0,4,0,28
600,55,8,0,0,1,1,4,0,1032,0,3,0,0,3,0,9
900,45,2,0,0,0,0,3,0,1028,0,3,0,0,2,0,23
900,25,2,0,0,0,1,0,0,1141,0,1,0,0,1,0,30
1500,35,2,0,3,0,0,4,0,486,1,1,0,1,1,0,58
600,55,2,0,1,1,1,1,0,916,0,2,0,0,2,0,14
900,35,4,0,3,0,0,2,0,323,1,0,0,1,0,0,30
2700,35,1,0,0,1,1,6,0,983,4,4,0,4,4,0,255
600,35,3,1,2,0,0,5,0,469,1,2,0,1,2,0,20
2100,35,2,0,1,1,0,4,0,835,1,1,0,1,1,0,82
2400,35,2,0,0,1,3,5,0,866,2,1,0,2,1,0,120
600,25,2,1,0,2,0,4,0,661,3,0,0,3,0,0,48
2100,25,2,1,2,2,1,0,0,883,1,2,0,1,2,0,151
2400,25,3,0,0,1,4,4,0,1016,1,3,0,1,3,0,179
3000,15,2,0,0,0,1,4,0,1067,1,4,0,0,3,0,341
300,15,1,1,1,0,1,2,0,1217,1,0,0,1,0,0,21
1500,45,2,1,1,0,0,0,0,789,0,4,0,0,4,0,50
600,25,2,0,0,1,2,4,1,404,1,4,0,1,4,0,52
1800,45,1,0,0,2,1,6,0,640,1,1,0,1,1,0,66
1200,55,2,0,0,1,1,3,0,427,0,2,0,0,2,0,26
2400,35,2,0,1,1,0,3,0,440,3,2,0,3,2,0,159
1200,15,1,0,0,3,1,4,0,1166,0,1,0,0,1,0,119
2400,55,3,0,0,1,3,4,0,1081,0,3,0,0,2,0,58
900,55,1,0,0,1,0,2,0,1113,0,0,0,1,0,0,16
3000,35,2,1,2,1,1,4,0,425,2,3,0,2,3,0,191
2700,45,1,1,1,1,0,2,0,491,1,2,0,1,2,0,98
2700,35,3,1,1,1,2,0,0,945,0,3,0,0,3,0,106
1500,45,1,1,1,0,0,0,0,1005,0,2,0,0,2,0,37
1800,25,2,0,2,4,0,6,0,392,1,2,0,1,2,0,162
1500,35,2,1,0,3,0,1,0,331,0,0,0,0,0,0,50
1500,15,4,0,0,0,1,0,0,730,1,2,0,1,2,0,119
2400,35,1,0,0,0,3,5,0,649,4,1,0,4,1,0,163
600,15,2,0,2,0,0,3,0,1067,0,2,0,0,2,0,48
2700,55,1,0,1,0,1,2,0,735,0,2,0,0,2,0,64
2400,25,2,1,2,0,1,6,0,371,1,0,0,1,1,0,113
900,15,1,1,0,1,1,2,0,1056,1,2,0,1,2,0,96
2100,15,2,0,0,1,0,3,0,488,1,2,0,1,2,1,699
3000,55,3,0,0,1,0,6,0,744,1,2,0,1,2,0,79
1200,15,2,1,1,0,1,3,0,497,0,2,0,0,2,0,83
1200,25,3,1,1,1,1,5,0,680,0,2,0,0,2,0,51
900,55,2,1,1,1,0,6,0,894,0,1,1,0,1,0,69
900,15,6,0,0,1,2,1,0,791,1,1,0,1,1,0,74
2400,35,1,0,1,2,2,1,0,454,1,2,0,1,2,0,138
300,25,1,1,0,1,0,3,0,532,3,1,0,3,1,0,23
1800,15,2,0,0,0,2,1,0,607,1,2,0,1,2,0,179
2100,55,3,1,0,2,0,5,0,1048,0,2,0,0,2,0,44
2100,55,1,1,0,1,1,1,0,1042,1,1,0,1,1,0,52
1500,45,3,0,0,0,1,3,0,472,1,2,0,1,2,0,43
2700,45,2,1,0,0,0,2,0,580,1,2,0,1,2,0,76
600,35,4,1,0,0,0,6,0,775,2,1,0,2,2,0,22
1200,55,2,1,0,1,1,1,0,456,1,4,0,1,4,0,42
600,35,1,0,0,0,1,6,0,622,0,1,0,0,2,0,18
900,55,1,1,2,1,0,6,0,527,3,4,0,3,4,0,47
3000,35,3,0,3,1,1,4,0,885,3,2,0,3,2,0,203
300,55,1,1,1,0,0,3,0,444,3,3,0,3,3,0,10
2700,55,1,1,0,0,1,6,0,483,0,3,0,0,3,0,67
1500,35,2,0,0,1,0,0,0,752,0,0,0,0,0,0,36
300,55,1,0,0,0,0,6,0,1105,0,4,0,0,4,0,7
3000,45,2,1,1,0,1,3,0,1068,1,2,0,1,1,0,83
1800,25,2,1,0,1,1,2,0,370,2,0,0,2,1,0,112
1500,45,2,1,0,1,3,4,0,848,0,0,0,0,0,0,30
2700,35,4,0,1,0,0,0,0,635,2,0,0,2,0,0,109
3000,55,2,1,1,1,0,3,0,1159,3,1,0,3,1,0,105
2400,25,2,0,1,1,1,3,0,527,0,2,0,0,2,0,130
600,45,2,1,2,0,1,0,0,667,0,1,0,0,1,0,11
2400,25,1,1,1,1,1,6,0,899,2,3,0,2,3,0,221
600,55,2,0,1,0,0,1,0,1023,1,4,0,1,4,0,21
2400,55,4,0,2,1,2,3,0,482,0,3,0,1,3,0,69
2700,25,2,0,0,1,1,2,0,586,4,3,0,4,3,0,314
1500,25,4,1,0,0,3,0,0,379,2,0,0,2,0,0,86
1500,55,1,0,1,1,2,4,0,579,0,2,0,0,2,0,40
2400,55,1,1,1,1,0,0,0,158,1,0,0,1,0,0,53
2100,25,6,0,1,0,1,6,0,770,0,1,0,0,1,0,66
1200,15,1,1,1,0,0,0,0,909,1,3,0,1,3,0,140
2100,25,2,1,0,2,2,6,0,539,2,2,0,2,2,0,171
900,15,1,0,1,0,0,5,0,1047,2,3,0,2,3,0,132
300,15,3,1,0,0,1,6,0,994,1,2,0,1,2,0,22
1200,35,1,0,4,0,4,5,0,410,2,3,0,1,3,0,81
1800,55,1,1,0,1,2,2,0,959,2,2,0,2,2,0,64
2700,45,3,1,2,0,1,6,0,561,0,1,0,0,1,0,50
1500,25,6,1,3,1,1,3,0,1381,1,0,0,1,0,0,84
1200,35,1,1,1,0,1,5,0,638,0,1,0,0,1,0,31
300,45,1,1,0,0,0,5,0,501,2,1,0,2,0,0,8
2100,45,3,0,0,0,1,5,0,1019,1,3,0,1,4,0,79
600,55,3,0,0,0,2,1,0,1037,1,3,0,1,2,0,15
900,55,1,1,1,1,0,3,0,509,0,4,0,0,4,0,30
3000,25,1,0,0,3,1,4,0,972,2,2,0,2,2,0,292
1800,15,3,0,1,1,1,4,0,645,0,3,0,0,3,0,179
600,35,2,1,0,2,2,5,0,563,0,3,0,1,3,0,29
2400,15,2,1,0,0,0,3,0,922,0,2,0,0,2,0,152
1200,45,1,1,1,0,0,4,0,1056,0,3,0,0,2,0,34
600,45,3,0,1,1,1,1,0,501,0,1,0,0,1,0,12
2100,45,3,0,1,0,1,4,0,859,0,0,0,0,0,0,35
2400,55,2,1,0,2,1,5,0,433,0,3,0,0,3,0,68
2400,15,2,0,0,1,1,5,0,424,0,2,0,0,2,0,208
2400,15,2,1,0,0,2,6,0,479,1,4,0,1,3,0,283
1800,25,1,0,2,1,1,2,0,626,1,2,0,1,2,0,137
600,25,2,0,1,0,2,1,0,1067,0,4,0,0,3,0,38
300,35,3,0,1,0,1,0,0,713,1,0,0,1,0,0,8
2400,25,2,0,1,0,2,1,0,996,1,2,0,1,2,0,150
2400,45,2,0,1,0,1,3,0,1128,1,1,0,1,1,0,66
3000,45,2,1,2,1,1,2,0,377,2,1,0,2,1,0,112
3000,35,2,0,3,1,8,4,0,494,0,3,0,0,2,0,160
300,45,1,0,0,1,0,0,0,635,1,1,0,1,1,0,8
900,45,1,1,0,0,2,6,0,422,2,4,0,2,4,0,45
3000,25,1,0,2,2,0,3,0,1051,0,3,0,0,3,0,235
2400,25,1,0,0,1,0,3,0,576,1,0,0,1,0,0,114
2400,55,1,1,1,1,1,5,0,902,1,1,0,1,1,0,60
1500,25,2,1,0,1,0,1,0,779,2,2,0,2,3,0,114
2100,45,2,0,1,2,0,6,0,1120,0,1,0,0,1,0,56
1800,15,1,1,0,1,0,5,0,466,0,3,0,0,3,0,182
900,15,4,0,1,0,2,1,0,901,1,0,0,1,0,0,68
2400,55,2,1,0,1,3,6,0,801,0,1,0,0,1,0,40
300,35,1,1,0,0,0,6,0,260,1,1,0,1,2,0,9
2400,45,1,1,0,1,0,4,0,431,0,3,0,0,3,0,81
1500,25,2,1,0,2,3,4,0,387,1,0,0,1,0,0,86
900,15,3,1,3,0,0,2,0,940,1,2,0,1,2,0,80
1200,25,2,1,1,2,1,1,0,943,1,2,0,1,2,0,81
2100,25,2,0,0,0,1,6,0,793,1,1,0,1,1,0,100
3000,15,3,1,1,2,0,1,0,772,3,2,0,3,2,0,448
1800,35,1,0,0,1,1,0,0,750,1,1,0,1,1,0,77
300,35,1,0,1,0,0,0,0,1071,0,3,0,0,3,0,11
1800,35,2,0,2,1,0,0,0,688,2,3,0,2,3,0,121
2700,15,2,1,0,0,0,4,0,481,0,2,0,0,2,0,170
3000,55,1,0,0,0,1,3,0,616,5,1,0,5,1,0,146
1800,25,4,1,0,1,2,6,0,910,3,2,0,3,2,0,139
1800,35,3,0,0,4,1,2,0,681,0,4,0,0,4,0,114
2700,55,2,1,5,0,2,4,0,1031,1,4,0,1,4,0,108
2400,35,3,1,0,2,1,3,0,469,1,3,0,1,3,0,121
900,55,2,1,2,1,0,2,0,968,0,4,0,0,4,0,29
300,25,1,1,1,0,1,4,0,572,1,1,0,1,1,0,14
1500,25,1,1,1,0,1,4,1,1062,2,1,0,2,1,0,94
600,45,2,1,1,0,1,1,0,859,1,3,0,1,3,0,22
2100,15,2,0,1,3,0,0,0,1002,0,2,0,0,2,0,233
1500,45,2,1,0,0,2,5,0,1056,2,2,0,2,2,0,55
2100,25,1,1,2,0,2,4,0,433,2,4,0,2,4,0,210
1200,55,1,1,1,1,1,3,0,819,1,2,0,1,2,0,35
1500,45,2,1,1,2,0,1,0,1018,0,2,0,0,2,0,44
2100,55,1,0,0,2,1,1,0,907,0,2,0,0,2,0,61
2700,55,2,1,2,1,2,3,0,548,1,1,0,1,1,0,67
900,15,2,1,0,1,2,3,0,464,3,2,0,3,2,0,130
1800,35,4,1,0,0,3,2,0,576,0,3,0,0,3,0,54
1200,45,3,1,3,0,0,2,0,440,0,4,0,0,4,0,41
900,35,1,0,3,0,0,2,0,462,0,1,0,0,1,0,29
2100,35,1,0,1,1,0,5,0,412,0,3,0,0,3,0,102
300,55,1,1,1,0,1,0,0,1017,2,2,0,1,3,0,8
1500,35,2,0,0,1,1,4,0,579,3,0,0,3,0,0,81
2700,55,1,1,0,0,0,2,0,347,0,0,0,0,0,0,33
2400,35,1,1,3,1,1,6,0,533,2,3,0,2,3,0,165
1800,15,2,0,0,0,0,1,0,478,0,3,0,0,3,0,162
2100,25,3,1,1,2,1,6,0,547,1,2,0,1,2,0,133
1500,45,5,1,0,0,0,6,0,170,0,0,0,0,0,0,22
1800,55,2,0,2,0,0,1,0,1069,0,4,0,1,4,0,62
1800,15,1,1,0,2,1,1,1,420,1,4,0,1,4,0,279
900,15,2,0,0,0,0,1,0,792,0,1,0,0,1,0,48
2700,35,1,1,0,0,2,1,0,748,1,0,0,1,0,0,83
1200,25,2,0,0,0,0,5,0,651,0,2,0,0,2,0,51
900,45,2,1,0,3,0,6,0,889,1,3,0,1,3,0,39
600,35,1,0,0,0,1,0,0,672,1,2,0,1,2,0,25
