"lengthFeet","speedLimit","numLanes","dividedTraffic","trafficLights","stopSigns","pedCrossings","dayOfWeek","holiday","timeOfDayMinutes","cloudWeather","cloudTraffic","cloudEvent","localWeather","localTraffic","localEvent","actualTravelTimeSeconds"
2700,25,2,0,3,3,0,3,0,1006,1,3,0,1,3,0,259
1800,35,3,1,1,1,0,2,0,605,2,2,0,2,2,0,89
2100,55,2,0,1,0,2,4,0,933,3,2,0,3,2,0,86
300,45,2,1,1,0,1,6,0,1169,1,0,0,1,0,0,6
600,55,2,1,2,0,2,0,0,830,1,1,0,1,1,0,12
600,15,1,0,2,0,2,1,0,1047,1,1,0,1,1,0,59
1200,45,1,0,0,1,0,2,1,968,1,3,0,1,3,0,53
600,35,1,1,0,1,0,4,0,827,0,1,0,0,1,0,15
600,25,1,0,2,0,0,1,0,36,3,0,0,3,0,0,43
1200,25,2,1,1,1,1,1,0,1096,0,2,0,0,2,0,57
2400,55,1,0,0,0,0,1,0,1068,0,4,1,0,4,0,220
1800,55,2,0,2,0,4,1,0,591,2,1,0,2,1,0,57
2700,15,2,1,0,0,0,4,0,446,1,2,0,1,2,0,231
1800,55,1,1,1,1,0,6,0,796,2,1,0,2,2,0,60
600,45,1,0,0,1,1,1,0,1048,0,2,0,0,1,0,17
1800,55,2,0,0,0,1,0,0,823,2,1,0,2,1,0,49
3000,55,2,1,0,1,1,4,0,684,0,1,0,0,1,0,48
900,35,5,0,3,0,1,6,0,809,0,1,0,0,1,0,23
900,45,1,1,0,3,2,5,0,409,2,3,0,2,3,0,50
3000,45,2,0,0,0,0,3,0,506,1,2,0,1,1,0,85
300,45,1,1,1,0,0,6,0,522,0,3,0,0,3,0,8
600,55,2,0,1,0,0,5,0,1072,0,3,0,0,3,0,14
2100,55,1,1,0,1,1,5,0,971,2,4,0,2,4,0,96
600,55,1,1,0,1,1,5,0,597,2,1,0,2,1,0,17
2400,35,2,0,0,0,1,6,0,550,0,2,0,0,2,0,76
1800,15,2,1,0,0,0,3,0,678,3,1,0,3,1,0,202
300,55,2,0,1,0,0,5,0,1095,2,3,0,2,3,0,9
2100,45,1,1,2,1,2,4,0,408,0,2,0,0,2,0,66
2700,15,2,1,2,1,1,0,0,389,1,0,0,1,0,0,244
1800,35,3,1,3,2,3,6,0,777,1,1,0,1,1,0,85
3000,25,1,0,1,0,0,6,0,543,1,2,0,1,2,0,195
3000,35,2,1,1,0,0,2,0,1269,2,0,0,2,0,0,121
2100,25,2,0,1,2,1,2,0,560,1,3,0,1,3,0,180
300,55,2,0,1,0,1,2,0,1118,1,0,0,1,0,0,4
1500,15,1,1,1,1,0,3,0,619,0,0,0,0,0,0,91
1500,15,1,0,3,0,1,0,0,1057,1,4,0,1,4,0,235
2100,55,2,0,1,0,2,1,0,456,0,4,0,0,4,0,67
3000,25,2,0,0,2,1,4,0,468,0,3,0,0,3,0,207
1500,55,1,1,0,3,0,1,0,963,2,1,0,2,1,0,53
600,15,2,0,2,0,0,0,0,1003,0,4,0,0,4,0,70
1800,35,2,1,0,2,0,2,0,1264,0,1,0,0,2,0,59
300,15,3,0,0,0,0,3,0,277,1,0,0,1,0,0,19
3000,35,3,1,1,1,1,2,0,1013,1,1,0,1,1,0,110
3000,15,1,0,0,2,0,5,0,1065,2,4,0,2,4,0,558
2700,25,1,0,0,1,2,0,0,819,0,1,0,0,1,0,128
1500,55,2,1,2,1,0,3,0,1069,0,4,0,0,4,0,47
2700,15,2,1,1,1,1,1,0,812,0,1,0,0,1,0,170
3000,45,2,0,0,1,2,6,0,479,0,0,0,0,0,0,61
1500,15,2,1,0,1,0,0,0,830,3,2,0,3,2,0,214
2100,45,2,0,0,0,1,2,0,497,2,2,0,2,2,0,82
1500,55,1,1,0,1,0,5,0,717,5,1,0,5,1,0,71
2700,55,1,1,2,1,2,1,0,1335,1,0,0,1,0,0,67
900,15,4,1,2,1,1,3,0,971,0,1,0,0,1,0,60
600,55,2,1,0,1,2,4,0,1062,1,2,0,1,3,0,17
300,25,1,0,1,0,0,2,0,783,2,2,0,2,2,0,23
1800,35,1,1,0,0,0,6,0,902,5,1,0,5,2,0,136
1500,15,1,0,1,1,3,6,0,549,2,2,0,2,2,0,225
1500,25,2,1,0,3,4,5,0,488,1,3,0,1,3,0,130
2100,15,1,1,1,1,1,3,0,724,1,3,0,1,3,0,275
3000,25,2,0,5,0,0,3,0,1321,1,0,0,1,0,0,162
1800,15,1,1,0,2,0,6,0,617,1,1,0,1,1,0,178
300,55,3,0,1,0,0,3,0,424,1,2,0,1,2,0,6
3000,35,1,0,0,1,0,5,0,1071,2,2,0,2,2,0,177
1800,15,1,1,0,1,1,6,0,911,1,3,0,1,3,0,226
1500,15,1,0,0,0,0,4,0,1026,5,0,0,5,0,0,238
1800,55,1,0,2,0,1,4,0,532,0,3,0,0,4,0,58
2700,25,3,1,1,1,1,3,0,369,1,0,0,1,0,0,138
2700,45,2,0,3,0,1,1,0,492,1,3,0,1,3,0,114
2400,25,1,0,2,2,1,0,0,687,0,0,0,0,0,0,114
1500,35,6,0,4,0,0,2,0,976,0,1,0,0,1,0,40
600,45,4,1,2,0,1,5,0,898,1,3,1,1,3,0,64
2100,35,1,0,0,0,0,3,0,497,1,2,0,1,2,0,92
300,35,2,1,1,0,0,4,0,449,0,3,0,0,3,0,9
1500,45,4,1,1,1,3,4,0,1125,0,1,0,0,1,0,33
1800,35,1,0,2,0,6,5,0,1085,1,3,0,1,3,0,112
3000,45,2,1,1,5,0,6,0,650,0,0,0,0,0,0,105
2400,35,1,0,0,3,1,4,0,422,2,2,0,2,2,0,166
2700,15,2,0,1,2,1,1,0,1049,1,2,0,1,2,0,336
300,35,1,0,1,0,1,4,0,407,2,2,0,2,2,0,14
1800,25,1,1,1,3,0,6,0,782,0,1,0,0,1,0,100
3000,25,1,0,5,1,1,4,0,532,0,3,0,0,3,0,243
1500,25,2,1,2,1,1,4,0,1030,0,2,0,0,2,0,76
2100,35,3,0,1,2,1,3,0,563,2,1,0,2,1,0,106
2700,15,2,1,1,2,2,3,0,1207,1,2,0,1,2,0,317
2100,25,2,1,0,2,1,4,0,632,2,1,0,2,1,0,145
300,15,2,1,0,1,1,4,0,845,1,2,0,1,2,0,28
600,15,3,0,1,1,0,4,0,774,0,0,0,0,0,0,36
900,15,1,1,3,0,2,0,0,908,1,2,0,1,2,0,100
600,55,2,1,0,2,0,5,0,1082,1,4,0,1,4,0,22
1200,45,1,1,0,1,2,4,0,924,1,4,0,1,4,0,58
3000,25,1,0,1,4,1,4,0,1020,1,2,0,1,2,0,280
3000,55,2,0,3,1,0,1,0,1229,0,0,0,0,0,0,57
900,35,2,0,0,1,0,6,0,925,0,2,0,0,2,0,31
1800,45,1,0,2,0,0,3,0,799,1,1,0,1,1,0,56
1800,25,2,0,5,1,0,0,0,925,1,2,0,1,2,0,140
1800,15,1,0,3,1,1,3,0,519,0,3,0,0,3,0,227
1800,15,1,1,0,2,1,4,0,1010,1,4,0,1,4,0,279
600,45,2,0,0,1,0,4,0,1063,3,2,0,2,2,0,27
300,15,1,0,1,0,1,3,0,1086,0,2,0,0,2,0,25
1500,15,2,0,0,1,0,2,0,1032,2,3,0,2,3,0,221
3000,45,4,0,2,0,1,3,0,505,0,4,0,0,4,0,101
1500,45,2,1,0,0,2,3,0,487,1,3,0,1,3,0,52
3000,55,3,0,1,0,1,4,0,993,5,1,0,4,2,0,133
300,45,2,0,0,1,0,2,0,394,1,2,0,1,2,0,9
2700,55,2,1,0,1,0,0,0,1118,0,0,0,0,0,0,41
600,45,2,1,0,0,1,5,0,548,0,4,0,0,4,0,20
1200,35,2,1,2,0,1,2,0,486,1,3,0,1,3,0,58
600,15,2,0,1,0,0,0,0,748,0,2,0,1,2,0,52
2100,35,3,1,0,1,0,0,0,341,1,0,0,1,0,0,70
1200,25,2,0,1,0,0,2,0,676,1,1,0,1,1,0,57
1500,35,2,1,1,0,0,2,0,593,0,1,0,0,1,0,31
1500,35,1,0,0,0,0,6,0,669,1,1,0,0,1,0,48
3000,15,1,0,0,2,1,2,0,521,1,3,0,1,3,0,443
2100,15,4,0,2,1,2,4,0,940,0,3,0,0,3,0,205
900,35,4,0,1,0,1,5,0,1172,0,0,0,0,0,0,19
2100,35,1,0,0,2,0,0,0,959,4,1,0,4,1,0,156
1800,55,1,1,1,0,1,0,0,1141,1,0,0,1,0,0,36
900,15,1,0,1,1,2,4,0,1153,0,0,0,0,0,0,58
1800,15,1,0,0,2,1,3,0,295,0,0,0,0,0,0,126
2100,55,2,1,0,0,1,0,0,1156,0,0,0,0,0,0,27
2700,35,1,1,0,1,1,3,0,771,0,1,0,0,1,0,78
900,15,1,1,3,0,1,3,0,387,0,0,0,0,0,0,54
900,35,2,1,2,0,2,3,0,997,1,4,0,1,4,0,51
300,45,2,1,0,1,1,6,0,673,1,2,0,1,2,0,8
600,45,5,1,1,0,1,4,0,690,1,1,0,1,2,0,14
1200,55,1,1,1,0,1,3,0,475,1,1,0,1,1,0,25
2700,45,1,0,0,0,1,6,0,951,0,3,0,0,3,0,90
3000,35,1,1,0,0,3,2,0,342,1,0,0,1,0,0,95
2700,45,2,0,0,0,1,5,0,612,1,0,0,1,0,0,62
900,15,1,1,1,1,2,6,0,221,1,0,0,1,0,0,78
3000,15,2,0,0,2,1,3,0,359,0,2,0,0,2,0,293
1800,45,2,1,1,0,3,1,0,445,0,1,0,0,2,0,39
1800,25,1,1,0,1,1,0,0,757,1,0,0,1,0,0,88
300,45,1,0,1,0,1,5,0,1125,1,0,0,1,0,0,6
300,35,1,1,0,1,1,3,0,377,1,0,0,1,0,0,9
1500,35,4,1,0,0,0,5,0,788,0,1,0,0,1,0,29
3000,25,3,0,1,3,1,1,0,977,0,1,0,0,1,0,154
300,55,2,0,0,0,0,2,0,590,0,2,0,0,2,0,4
1800,25,1,1,4,0,1,1,0,837,1,2,0,1,1,0,115
3000,25,2,1,1,0,2,1,0,959,1,2,0,1,2,0,170
2700,15,1,1,2,0,1,4,0,1331,0,0,0,0,0,0,152
1500,35,1,1,1,0,0,5,0,1093,0,2,0,0,2,0,49
2700,45,1,1,0,0,5,0,0,586,1,4,0,1,3,0,118
1500,55,1,0,0,0,1,0,0,701,2,2,0,2,2,0,51
3000,35,4,1,3,1,1,0,0,485,0,2,0,0,2,0,92
1200,55,2,1,0,1,1,4,0,1121,1,2,0,1,2,0,30
900,55,1,0,3,0,1,2,0,1021,1,3,0,1,3,0,33
2100,35,1,0,3,0,2,6,0,455,1,3,0,1,3,0,124
1500,25,4,0,1,3,1,6,0,714,0,1,0,0,1,0,76
3000,45,3,0,1,1,2,0,0,501,1,3,0,2,2,0,126
300,35,1,0,0,1,1,3,0,1128,0,0,0,0,0,0,6
2400,15,2,0,2,0,0,4,0,528,1,1,0,1,1,0,208
300,45,5,1,1,0,1,1,0,888,1,2,0,1,2,0,6
1500,15,1,0,0,1,1,5,0,333,1,0,0,1,0,0,123
2700,55,1,0,0,1,0,3,0,567,0,4,0,0,4,0,94
900,15,2,1,0,1,1,0,0,1010,1,3,0,1,3,0,104
1200,25,2,0,0,2,1,4,0,984,2,2,0,2,2,0,101
3000,15,1,0,0,0,0,2,0,1021,1,2,0,1,2,0,314
1800,15,1,0,0,0,0,5,0,501,1,3,0,1,3,0,219
2100,55,1,1,1,1,1,5,0,642,0,2,0,0,2,0,52
1500,25,3,1,1,1,1,1,0,893,1,2,0,1,2,0,84
2700,55,2,1,0,1,1,6,0,490,2,1,0,2,1,0,75
2100,25,1,0,3,1,1,6,0,572,1,1,0,1,1,0,143
1500,25,1,0,0,0,1,3,0,982,0,1,0,0,1,0,58
1500,45,4,1,0,1,0,0,0,380,0,0,0,0,0,0,27
1800,25,1,0,0,0,1,3,0,1082,3,3,0,3,3,0,184
900,45,3,1,0,0,0,4,0,1039,1,1,0,1,0,0,19
1200,45,5,1,2,0,2,0,0,481,0,2,0,0,2,0,23
3000,25,1,0,0,1,1,5,0,1068,0,3,0,1,3,0,223
2400,45,1,1,2,0,0,4,0,573,1,2,0,1,2,0,82
1200,25,5,0,0,1,0,0,0,1020,1,1,0,1,1,0,56
2100,15,2,1,0,2,2,2,0,503,0,4,0,0,4,0,266
1200,35,2,1,1,3,4,2,0,957,2,3,0,2,3,0,88
2100,55,2,1,3,0,0,1,0,404,0,3,0,0,3,0,54
600,25,5,0,0,1,2,0,0,1407,0,1,0,0,1,0,21
1200,55,1,1,0,1,2,1,0,460,1,3,0,1,3,0,39
2700,35,2,1,1,0,0,3,0,415,1,3,0,1,3,0,124
1500,55,3,1,2,0,1,2,0,1033,1,3,0,1,3,0,42
3000,45,3,0,1,0,1,3,0,661,2,2,0,2,2,0,115
300,35,2,0,1,0,1,4,0,971,0,2,0,0,1,0,7
1200,45,1,0,1,1,3,5,0,962,0,2,0,0,2,0,41
1200,25,1,1,1,0,4,4,0,778,1,1,0,1,1,0,64
2100,35,2,1,0,1,0,4,0,905,1,0,0,1,0,0,70
2400,45,1,1,1,0,1,6,0,762,0,1,0,0,1,0,48
1200,45,1,1,1,0,0,5,0,510,1,2,0,2,2,0,44
1800,45,2,1,1,2,2,2,0,1027,2,3,0,2,3,0,94
2700,55,3,1,0,1,2,0,0,365,0,0,0,0,0,0,44
2700,45,3,0,1,0,2,1,0,894,0,1,0,0,1,0,48
1200,25,2,0,0,0,0,5,0,418,0,3,0,0,3,0,64
2400,35,1,0,1,1,1,4,0,1077,1,3,0,1,3,0,143
3000,25,1,0,1,1,1,6,0,577,1,2,0,1,2,0,219
900,25,1,1,0,3,3,6,0,510,0,3,0,0,3,0,69
2700,35,1,0,0,3,1,4,0,696,2,1,0,1,1,0,153
600,15,2,0,1,1,1,4,0,1147,1,1,0,1,1,0,56
1800,15,2,0,0,0,4,4,0,1410,1,1,0,1,1,0,154
900,25,2,1,1,1,0,2,0,1010,1,3,0,1,3,0,63
900,35,2,0,3,0,1,3,0,739,1,3,0,1,3,0,48
300,35,2,1,1,0,1,0,0,1218,0,2,0,0,3,0,8
1800,35,1,1,1,0,1,6,0,756,1,2,0,1,2,0,78
1500,55,1,1,1,0,1,5,0,501,1,2,0,1,2,0,40
1200,45,2,1,1,1,0,0,0,546,2,4,0,2,4,0,63
300,45,1,0,1,0,0,5,0,440,0,2,0,0,2,0,7
300,35,4,0,1,0,0,4,0,1189,0,0,0,0,0,0,5
1200,15,2,1,1,1,1,5,0,1187,1,2,0,1,2,0,124
1800,45,2,1,1,0,3,2,0,589,3,2,0,3,2,0,85
2100,35,1,0,1,1,0,3,0,1422,1,0,0,1,0,0,74
1200,35,2,1,0,0,1,6,0,523,0,3,0,0,2,0,37
2100,25,1,0,0,1,0,4,0,486,2,1,0,2,1,0,151
2700,35,1,0,0,2,0,2,0,1047,1,3,0,2,3,0,179
900,55,2,1,0,1,0,2,0,731,0,1,0,0,1,0,13
2700,25,1,0,1,1,1,3,0,644,0,3,0,0,3,0,190
1800,35,1,0,0,0,1,2,0,501,0,3,0,0,3,0,79
1200,55,1,0,0,1,0,5,0,548,0,3,0,0,3,0,34
1800,15,4,1,0,1,0,1,0,528,2,2,0,2,2,0,182
1500,55,2,0,1,0,2,0,0,566,0,1,0,0,1,0,25
1500,55,3,1,3,0,0,3,0,1134,1,1,0,1,1,0,32
1200,25,3,0,2,2,0,6,0,899,0,1,0,0,1,0,54
300,15,2,1,1,0,0,5,0,1000,1,2,0,1,1,0,23
2400,25,2,0,0,1,1,2,1,1084,0,4,1,0,4,0,501
600,35,2,0,1,0,1,2,0,377,0,0,0,0,0,0,12
1800,45,2,1,2,3,1,1,0,949,1,3,0,1,3,0,89
600,15,1,0,0,1,1,5,0,1144,1,0,0,1,0,0,48
2700,45,2,0,0,0,1,4,0,609,1,1,0,1,1,0,70
600,15,2,1,0,1,1,0,0,1057,2,1,0,1,1,0,55
2100,15,1,1,2,1,3,6,0,504,0,3,0,0,2,0,228
2100,55,1,1,1,0,0,3,0,1039,2,3,0,2,3,0,80
900,55,2,0,0,1,0,3,0,1050,1,3,0,1,3,0,30
1500,45,3,1,1,2,0,5,0,1002,0,3,0,0,3,0,48
300,55,2,1,0,1,1,3,0,496,0,4,0,0,4,0,7
300,45,2,0,1,0,0,4,0,1204,5,2,0,5,2,0,16
600,25,2,0,0,2,1,6,0,895,0,0,0,0,0,0,24
2100,35,2,1,1,0,2,4,1,650,1,3,0,1,3,0,100
2100,35,2,1,0,1,0,5,0,964,0,3,0,0,3,0,82
300,25,3,1,1,0,1,0,0,515,1,2,0,1,2,0,14
2700,25,1,0,1,0,1,4,0,1063,1,2,0,1,2,0,179
300,55,2,1,1,0,1,1,0,402,1,1,0,0,1,0,4
300,35,1,0,1,0,0,5,0,506,0,2,0,0,2,0,9
3000,15,1,0,1,0,0,0,0,694,0,1,0,0,1,0,205
2700,55,2,0,2,0,2,3,0,1190,1,0,0,0,0,0,51
2700,25,1,0,1,0,2,6,0,630,0,1,0,0,1,0,117
300,45,2,0,1,0,0,1,0,947,1,4,0,1,4,0,12
300,55,3,1,1,0,1,6,0,966,3,2,0,3,2,0,8
1500,45,2,1,1,1,2,1,0,361,0,0,0,0,0,0,31
3000,45,1,0,1,3,5,0,0,972,0,4,0,0,4,0,166
2700,45,2,1,1,1,1,1,0,628,1,2,0,1,2,0,92
2700,15,2,0,0,1,0,1,0,1212,0,0,0,0,1,0,153
3000,25,3,1,0,0,0,1,0,1288,1,0,0,1,0,0,121
1200,55,1,0,0,3,1,4,1,480,1,2,0,1,2,0,43
600,45,3,0,2,0,1,3,0,676,1,2,0,1,2,0,19
1500,55,1,1,0,1,2,1,0,368,4,0,0,4,0,0,60
300,25,2,1,0,1,0,4,0,540,4,4,0,4,4,0,35
2400,55,2,0,0,0,1,4,0,512,0,3,0,1,3,0,66
1200,45,1,0,0,2,2,1,0,918,0,3,0,0,3,0,50
1200,55,5,1,1,0,0,6,0,774,0,3,0,0,3,0,18
300,15,2,0,0,1,1,1,0,362,1,0,0,1,0,0,23
1800,35,2,1,3,0,1,6,0,433,2,3,0,2,3,0,110
900,55,2,1,1,1,3,2,0,443,1,2,0,1,2,0,26
600,25,3,0,1,1,1,1,0,494,1,3,0,1,3,0,43
2100,15,2,1,1,0,2,0,0,1017,1,4,0,1,4,0,275
900,25,1,1,2,1,1,4,1,692,0,2,0,0,2,0,50
1500,45,1,0,0,1,1,0,0,448,0,4,0,0,4,0,64
2400,25,1,1,1,0,0,3,0,967,4,1,0,4,1,0,214
2700,15,1,1,1,0,1,2,0,426,0,2,0,0,2,0,213
1200,55,3,1,1,0,0,4,0,467,0,3,0,0,3,0,23
2700,45,1,1,0,1,1,6,0,269,0,0,0,0,0,0,52
900,35,2,0,1,2,0,0,0,246,2,1,0,2,1,0,47
1800,25,2,1,0,1,1,3,0,1131,1,0,0,1,0,0,88
600,25,2,1,2,0,2,4,0,436,0,1,0,0,1,0,20
3000,55,3,0,4,1,3,1,0,680,0,1,0,0,1,0,66
900,45,1,0,1,0,0,2,0,1039,3,2,0,3,2,0,44
300,55,2,0,1,0,0,5,0,526,1,3,0,1,3,0,7
2700,25,1,0,0,1,3,3,0,745,0,2,0,0,2,0,161
300,45,1,1,0,0,1,2,0,510,0,3,0,0,3,0,8
2100,55,3,0,0,1,1,0,0,654,1,2,0,1,2,0,57
1500,55,3,1,2,1,1,5,0,521,1,3,0,1,3,0,46
1800,35,1,1,1,1,1,0,0,1208,2,1,0,2,1,0,91
2400,55,2,1,0,1,1,5,0,427,0,2,0,0,2,0,49
2100,25,1,1,0,0,0,3,0,430,0,4,0,0,4,0,136
1800,15,3,0,0,0,1,3,0,769,0,2,0,0,2,0,118
1800,55,2,1,0,0,0,5,0,1028,3,2,0,2,2,0,58
1200,55,1,1,0,1,1,0,0,404,1,2,0,1,3,0,36
600,55,2,0,0,0,0,3,0,957,2,2,0,2,2,0,18
1200,25,3,0,1,1,0,2,0,957,0,2,0,0,2,0,56
3000,35,2,0,1,1,3,0,0,322,1,0,0,1,0,0,116
2400,25,1,0,0,0,0,1,1,1173,1,0,0,1,0,0,98
900,35,1,0,0,0,0,2,0,592,0,2,0,0,2,0,30
300,55,3,1,1,0,1,1,0,557,0,4,0,0,4,0,6
2400,35,2,1,2,0,0,6,0,565,1,1,0,1,1,0,78
900,45,4,0,0,0,2,0,0,667,1,1,0,1,2,0,20
1500,25,3,1,1,0,1,0,0,738,1,4,0,1,4,0,106
600,35,2,0,1,0,1,6,0,707,0,1,1,0,1,0,69
2700,25,1,0,0,2,1,3,0,989,3,2,0,3,2,0,281
300,15,2,1,0,1,0,6,0,892,0,1,0,0,1,0,16
900,15,2,0,0,0,1,2,0,837,0,1,0,0,1,0,50
600,45,4,0,1,1,0,1,0,1129,0,1,0,0,0,0,12
2100,15,1,1,1,1,2,2,0,648,1,2,0,1,2,0,242
1200,15,1,1,1,0,0,6,0,838,1,0,0,1,0,0,86
1200,35,3,1,0,0,1,3,0,814,1,2,0,1,2,0,40
1500,45,1,0,2,2,0,3,0,940,1,2,0,1,2,0,66
300,25,1,0,0,1,0,3,0,1185,0,1,0,0,1,0,13
900,35,4,1,2,1,2,2,0,609,2,1,0,2,1,0,43
300,55,3,0,0,1,1,2,0,328,1,0,0,1,0,0,5
1800,35,3,1,1,0,0,0,0,1173,0,0,0,0,0,0,38
3000,45,3,1,0,0,3,4,0,572,0,1,0,0,1,0,51
1200,25,2,1,1,0,0,0,0,869,1,1,0,1,1,0,51
2700,45,7,0,1,2,1,1,0,1148,0,1,0,1,1,0,76
2700,15,5,1,2,1,1,1,0,561,0,3,0,0,3,0,207
1800,45,1,0,0,1,0,6,0,652,1,2,0,1,2,0,69
600,25,2,0,1,1,1,3,0,1204,0,2,0,0,2,0,32
300,35,1,1,1,0,1,6,0,1136,0,1,0,0,1,0,6
2700,25,2,0,0,1,1,5,0,1043,0,1,0,0,1,0,110
1500,35,1,1,1,1,0,0,0,716,0,1,0,0,2,0,50
3000,15,2,0,1,1,1,5,0,818,0,4,0,0,4,0,382
2700,45,2,1,0,0,1,1,0,631,2,0,0,2,0,0,82
1200,55,3,1,0,1,0,6,0,767,0,0,0,0,0,0,17
900,25,3,0,0,2,1,3,0,579,0,3,0,0,3,0,56
900,55,2,1,1,1,1,6,0,1302,0,0,0,0,0,0,15
1200,55,1,1,1,1,1,0,0,1014,0,2,0,0,2,0,28
1800,25,1,0,0,0,1,2,0,1018,1,1,0,1,1,0,96
2700,15,2,0,1,1,1,1,0,1138,2,0,0,2,0,0,294
1200,55,1,1,1,1,1,4,0,409,1,4,0,1,4,0,46
3000,35,1,0,2,0,0,5,0,469,0,3,0,0,3,0,139
600,35,2,0,1,1,1,4,0,849,1,3,0,1,3,0,32
3000,55,2,0,0,1,1,5,0,824,0,1,0,0,1,0,55
900,35,2,1,3,0,1,0,0,832,2,0,0,2,0,0,39
1500,45,2,0,1,1,1,5,0,1074,3,4,0,3,4,0,94
2100,45,1,0,0,0,1,1,1,888,2,1,0,2,1,0,76
3000,35,3,1,1,0,2,4,0,1099,1,3,0,1,3,0,133
1800,45,2,0,2,2,0,0,0,1267,1,0,0,1,0,0,59
300,15,2,0,1,0,1,0,0,727,1,1,0,1,1,0,24
2700,35,3,1,0,0,0,5,0,994,0,2,0,0,2,0,62
300,35,1,0,0,0,0,0,0,698,5,0,0,5,0,0,17
3000,15,2,1,2,1,1,2,0,629,4,1,0,4,1,0,476
1500,15,2,1,1,1,0,5,0,495,0,3,0,0,3,0,146
1200,45,1,1,1,2,0,5,0,1101,1,3,0,1,3,0,55
3000,15,2,0,1,0,2,5,0,1171,1,2,0,1,2,0,314
600,25,1,1,1,0,1,4,0,850,2,2,0,2,2,0,44
1500,45,1,1,0,1,2,5,0,1064,0,1,0,0,1,0,34
1800,35,2,1,0,1,0,2,0,605,1,0,0,1,0,0,61
1200,55,2,1,2,1,3,1,0,396,0,3,0,0,3,0,33
2100,15,1,1,0,0,0,1,0,1166,2,2,0,2,2,0,247
3000,35,1,1,3,2,0,0,0,582,2,1,0,2,1,0,174
300,55,2,1,1,0,0,1,0,1031,0,2,0,0,2,0,4
600,25,1,1,0,2,0,4,1,1171,1,0,0,1,0,0,32
900,45,1,0,2,1,1,2,0,674,0,2,0,0,2,0,30
900,55,3,1,0,1,1,3,0,1006,1,2,0,1,2,0,22
900,35,5,1,2,0,1,0,0,849,2,0,0,2,0,0,38
1200,15,2,0,0,2,1,1,0,1129,1,0,0,1,0,0,111
2700,55,1,0,2,2,0,2,1,412,0,3,0,0,4,0,102
1800,15,1,0,0,3,4,3,0,1119,1,1,0,1,1,0,231
2400,45,4,0,0,1,1,2,0,1060,1,4,0,1,4,1,281
3000,25,1,1,1,0,1,0,0,1144,2,1,0,2,1,0,190
2100,25,7,1,1,1,1,6,0,763,3,1,1,3,1,0,450
600,35,1,1,0,0,0,5,0,1069,2,1,0,2,1,0,24
2400,15,1,0,0,2,0,0,0,403,0,2,0,0,2,0,251
1200,15,3,0,0,1,1,1,0,1344,3,0,0,3,0,0,151
1200,25,7,1,2,1,1,1,0,570,2,2,0,2,3,0,80
900,15,2,0,1,1,0,5,0,997,0,1,0,0,1,0,62
2400,45,2,1,0,0,1,0,0,456,0,4,0,0,4,0,81
1500,15,2,0,2,0,1,2,0,567,0,3,0,0,3,0,153
3000,45,1,1,0,2,1,1,0,1036,0,1,0,0,1,0,78
600,35,1,1,1,0,2,5,0,526,0,4,0,0,4,0,28
1500,25,3,0,0,0,3,3,0,953,1,1,0,1,1,0,66
1500,45,3,0,1,0,1,6,0,662,0,2,0,0,2,0,34
1500,35,1,0,1,1,0,3,0,494,0,2,0,0,2,0,62
900,45,3,0,0,0,0,5,0,888,0,2,0,0,2,0,18
1800,35,1,1,1,1,1,4,0,547,0,2,0,0,2,0,70
2700,55,1,1,1,2,1,2,0,1015,1,2,0,1,2,0,90
300,35,4,0,1,0,1,1,0,997,1,3,0,1,3,0,11
1200,35,2,1,0,3,0,0,0,868,0,1,0,0,1,0,40
1500,25,1,0,1,2,1,3,0,1037,1,4,0,1,4,0,150
2100,25,1,0,0,0,1,4,0,565,1,3,0,1,3,0,157
900,25,4,0,0,0,2,5,0,490,2,2,0,2,2,0,55
1200,55,1,1,2,1,0,5,0,424,1,3,0,1,2,0,38
2700,45,1,1,0,1,0,0,0,787,1,1,0,0,1,0,68
1200,55,2,0,1,0,1,1,0,1129,1,1,0,1,1,0,26
2400,25,2,0,0,0,1,2,0,1190,3,0,0,3,0,0,166
1200,15,1,1,0,0,1,3,0,562,0,3,0,0,3,0,110
300,55,2,0,1,0,1,1,0,440,5,2,0,5,2,0,12
1800,15,3,0,2,0,2,6,0,708,3,1,0,3,1,0,227
2100,35,2,1,1,0,0,3,0,684,1,1,0,1,1,0,64
600,45,3,0,0,2,2,0,0,608,2,0,0,2,0,0,23
600,15,2,0,0,2,1,1,0,462,0,2,0,0,2,0,58
600,35,2,1,1,0,0,6,0,564,0,3,0,0,3,0,20
300,25,1,1,0,1,1,4,0,967,1,3,0,1,3,0,22
2100,35,3,1,0,1,2,4,0,742,0,1,0,0,1,0,54
2400,55,5,0,1,0,2,0,0,514,1,1,0,0,1,0,42
1800,25,3,1,2,2,0,3,0,1109,1,2,0,1,2,0,117
900,45,1,0,1,2,3,0,0,668,0,0,0,0,0,0,22
2100,25,1,1,2,1,0,1,0,1113,1,1,0,1,1,0,122
600,35,2,1,2,0,0,5,0,476,1,2,0,1,2,0,23
600,45,2,1,2,0,0,2,0,958,0,3,0,0,3,0,18
600,55,2,1,0,2,2,6,0,621,0,2,0,0,2,0,14
1500,15,1,0,1,0,0,2,0,896,1,1,0,1,1,0,136
1200,45,1,0,1,2,2,3,0,1324,0,1,0,0,1,0,37
1800,25,4,0,1,1,1,3,0,403,1,3,0,1,3,0,122
